MADE BY @ALEXKATSON,,,,BUY ME A BEER,,,,,,,,,
Name,Position,School,Height,Weight,Hand,Arm,Wing,40,Bench,3-Cone,Shuttle,Vertical,Broad
Jacory Rankin,WR,Mississippi Valley State,5080,171,0928,2900,7058,4.61,15,7.38,4.35,36,0908
Ronnie Thomas,LB,Mississippi Valley State,5096,238,0858,2948,7128,4.96,19,7.85,4.59,27.5,0806
Kenneth Martin,S,Mississippi Valley State,5115,193,0848,3228,7800,4.83,5,7.62,4.75,32.5,0910
Ryan Glover,QB,Memphis,6006,208,0948,3238,7678,4.78,--,7.27,4.44,32.5,0904
Gabriel Rogers,WR,Memphis,5115,184,0938,3200,7700,4.52,10,7.21,4.53,33,0911
John Hassell,TE,Memphis,6015,241,0938,3068,7328,5.10,13,7.65,4.79,27,0903
Matt Dale,G,Memphis,6050,328,0878,3578,8478,5.90,6,8.71,5.25,20,0707
Austin Myers,G,Memphis,6051,306,0968,3400,8168,5.65,19,8.69,5.35,21,0700
Wardalis Duckworth,IDL,Memphis,6041,259,0948,3418,7868,4.87,22,7.68,4.69,30,0906
Xavier Cullens,LB,Memphis,5114,228,0848,3300,8038,4.71,21,7.45,4.32,38.5,0909
Tyler Murray,LB,Memphis,6011,226,0978,3178,7548,4.65,23,7.55,4.51,35.5,1002
Sylvonta Oliver,CB,Memphis,5093,170,0868,3148,7428,4.49,14,7.02,4.27,36,1004
Quindell Johnson,S,Memphis,6001,201,0948,3300,7700,4.55,--,--,4.24,32.5,1000
Rodney Owens,S,Memphis,6004,211,0948,3218,7618,4.73,8,7.89,4.51,29.5,0906
Chris Howard,K,Memphis,6023,211,0978,3138,7348,DID NOT TEST - POSITIONAL ONLY,,,,,
Joe Doyle,P,Memphis,6000,195,0928,3148,7400,DID NOT TEST - POSITIONAL ONLY,,,,,
Devon Perry,RB,Miami,6000,199,0948,3200,7648,4.76,--,7.33,4.26,31.5,0905
Lucious Stanley,RB,Miami,5113,214,0868,3068,7458,4.83,15,7.33,4.70,29,0902
Will Mallory,TE,Miami,6044,239,0938,3228,7828,--,--,7.18,4.40,--,--
Justice Oluwaseun,G,Miami,6027,336,0948,3300,7928,--,33,--,--,--,--
DJ Scaife Jr.,G,Miami,6034,321,0968,3358,8128,5.13,23,8.01,4.91,29,0808
Antonio Moultrie,IDL,Miami,6035,275,0928,3258,8048,5.09,26,7.77,4.65,26,0901
Mitchell Agude,EDGE,Miami,6037,242,1000,3400,8248,4.75,19,7.46,4.27,35,1001
Caleb Johnson,LB,Miami,5113,228,0928,3158,7728,4.44,25,7.40,4.35,32,1006
Waynmon Steed Jr.,LB,Miami,5107,202,0900,3158,7428,--,21,--,--,--,--
DJ Ivey,CB,Miami,6005,189,0928,3258,7748,4.46,12,7.19,4.21,39,1006
Tyrique Stevenson,CB,Miami,6003,198,0958,3238,7758,DID NOT TEST - COMBINE,,,,,
Lou Hedley,P,Miami,6027,222,0928,3128,7648,DID NOT TEST - POSITIONAL ONLY,,,,,
Josh Downs,WR,North Carolina,5086,171,0928,3038,7338,--,--,6.75,4.15,--,--
Antoine Green,WR,North Carolina,6016,199,0900,3218,7668,DID NOT TEST - COMBINE,,,,,
Asim Richards,OT,North Carolina,6042,309,1000,3400,8268,5.16,13,7.76,4.89,29,0811
Raymond Vohasek,IDL,North Carolina,6022,306,1038,3238,7668,5.10,--,7.68,4.62,25.5,0805
Noah Taylor,EDGE,North Carolina,6045,239,0858,3258,7878,DID NOT TEST - KNEE,,,,,
Dezmon Jackson,RB,Sam Houston State,5103,214,0900,3228,7528,4.61,19,7.27,4.40,33,0911
Cody Chrest,WR,Sam Houston State,6002,193,0948,3068,7128,4.38,16,6.77,4.12,38,1005
Moses Johnson,G,Sam Houston State,6037,303,0918,3200,8038,5.52,21,8.46,4.85,24,0802
Wade Willet,G,Sam Houston State,6044,309,0958,3338,8038,5.72,28,8.13,4.78,27,0800
Ellison Hubbard,IDL,Sam Houston State,6007,286,0958,3238,7648,5.12,24,7.52,4.69,28.5,0902
Toby Ndukwe,EDGE,Sam Houston State,6012,237,0978,3368,8228,4.73,28,7.58,4.50,36,1006
BJ Foster,S,Sam Houston State,6010,203,0828,3200,7648,4.59,12,7.21,4.37,34.5,1002
Jason Brownlee Jr.,WR,Southern Miss,6020,198,0968,3368,8038,--,--,6.91,4.32,38,--
Demarcus Jones,WR,Southern Miss,5114,208,0900,3048,7500,4.81,14,7.45,4.61,29.5,0904
Tykeem Doss,OT,Southern Miss,6050,378,1018,3500,8548,5.54,28,8.19,5.13,24,0803
Dominic Quewon,EDGE,Southern Miss,6012,262,0958,3068,7728,4.71,19,7.57,4.62,31.5,1000
Daylen Gill,LB,Southern Miss,5114,222,0858,3168,7728,4.99,16,7.63,4.60,27.5,0908
Santrell Latham,LB,Southern Miss,6022,236,0948,3338,7878,4.86,14,7.73,4.65,32.5,0910
Natrone Brooks,CB,Southern Miss,5101,168,0928,3100,7668,4.73,8,7.06,4.47,30,0910
Camron Harrell,CB,Southern Miss,5096,188,0748,3018,7348,4.46,9,7.09,4.28,37.5,1003
Eric Scott Jr.,CB,Southern Miss,6010,204,0938,3238,8018,--,16,--,--,39.5,1101
Lakevias Daniel,S,Southern Miss,6001,180,0958,3078,7568,4.68,10,7.59,4.64,32.5,1006
Tylan Knight,S,Southern Miss,5064,176,0838,2928,7148,4.71,12,7.12,4.34,29,0905
Malik Shorts,S,Southern Miss,5103,194,0948,3148,7738,4.68,10,7.45,4.58,30.5,0902
Briggs Bourgeois,K,Southern Miss,6004,172,0878,2878,7038,DID NOT TEST - POSITIONAL ONLY,,,,,
Mason Hunt,P,Southern Miss,5115,210,0938,2948,7428,DID NOT TEST - POSITIONAL ONLY,,,,,
John Ford II,LB,UT Martin,6015,229,1000,3348,8028,4.74,16,7.21,4.53,34.5,1003
Bryce Ford-Wheaton,WR,West Virginia,6036,221,0938,3348,8228,DID NOT TEST - COMBINE,,,,,
Sam James,WR,West Virginia,5116,185,0928,3048,7428,4.61,11,6.95,4.25,36.5,1002
Brian Polendey,TE,West Virginia,6042,252,0978,3258,7828,5.05,17,7.56,4.57,30,0807
Dante Stills,IDL,West Virginia,6034,286,0958,3238,7800,--,26,--,--,--,--
Jasir Cox,LB,West Virginia,6001,208,0900,3038,7568,4.66,20,6.96,4.31,36,1004
Exree Loe,LB,West Virginia,5115,203,0928,3148,7528,4.75,--,7.01,4.31,30.5,0811
Wesley McCormick,CB,West Virginia,5104,200,0968,3118,7738,4.57,14,7.22,4.49,36,1008
Parker Grothaus,K,West Virginia,6002,217,0958,3068,7438,DID NOT TEST - POSITIONAL ONLY,,,,,
James Blackman,QB,Arkansas State,6052,189,0948,3300,7858,4.75,--,7.40,4.66,30.5,0909
Johnnie Lang,RB,Arkansas State,5080,196,0858,3000,7168,4.77,11,7.18,4.40,36,0904
Te'Vailance Hunt,WR,Arkansas State,6007,203,0958,3178,7628,4.53,13,7.12,4.42,36,1010
Champ Flemings,WR,Arkansas State,5047,150,,,,4.72,,7.16,4.42,32,0909
Jordan Rhodes,OT,Arkansas State,6042,323,1000,3600,8618,DID NOT TEST - SHOULDER,,,,,
Kivon Bennett,EDGE,Arkansas State,6012,247,--,--,--,DID NOT TEST - KNEE,,,,,
Jordan Carmouche,LB,Arkansas State,6010,227,0848,3178,7418,4.98,25,7.39,4.46,31.5,0904
Queshaun Byrd,RB,Bethune-Cookman,5060,187,0900,2838,6900,4.64,18,7.13,4.33,37,0906
Kemari Averett,TE,Bethune-Cookman,6063,257,0938,3400,8138,4.88,15,7.60,--,37,0910
Noah Mitchell,QB,California (PA),6040,220,0948,3438,8248,4.83,8,6.90,4.26,34.5,0904
Mylique McGriff,RB,California (PA),5080,200,0878,2978,7258,4.82,7,6.77,4.19,27.5,0810
Cam Tarrant,WR,California (PA),5082,139,0838,3028,7048,4.70,--,6.88,4.34,29.5,0903
Noel Brouse,G,California (PA),6044,290,1028,3168,7518,6.17,17,8.20,5.15,25,0711
Gerald Brown,IDL,California (PA),5116,263,0938,3178,7538,5.02,20,7.26,4.58,28,0808
Derick Korboi,IDL,California (PA),5100,319,0900,3200,7528,5.79,25,8.28,5.06,24.5,0610
Jermichael Isom,CB,California (PA),5067,167,0800,3078,7148,4.64,12,6.88,4.33,38,0908
Holton Ahlers,QB,East Carolina,6031,227,0958,3168,7478,4.93,--,7.21,4.53,28,0903
Keaton Mitchell,RB,East Carolina,5077,186,0928,3068,7468,--,13,7.40,4.36,--,--
CJ Johnson,WR,East Carolina,6014,225,1028,3200,7848,4.67,--,--,4.53,36,1000
Isaiah Winstead,WR,East Carolina,6031,210,1038,3358,8038,4.77,20,7.13,4.44,30,0910
Ryan Jones,TE,East Carolina,6012,240,0958,3318,8058,4.81,18,7.10,4.32,28,0907
Noah Henderson,OT,East Carolina,6051,311,0968,3348,8100,5.51,--,8.27,5.05,23,0800
Justin Redd,G,East Carolina,6046,310,0918,3248,7738,5.71,15,8.32,5.08,20.5,0709
Shaundre Mims,IDL,East Carolina,5114,286,0918,3248,7700,5.23,21,7.83,4.78,26.5,0900
Chance Bates,LB,East Carolina,5113,234,0878,3248,7800,5.08,20,7.34,4.68,23.5,0804
Myles Berry,LB,East Carolina,6007,221,0900,3200,7648,4.94,17,7.39,4.46,27,0904
Xavier Smith,LB,East Carolina,5115,226,0938,3068,7628,4.98,14,7.84,4.71,31.5,0908
Aapri Washington,CB,East Carolina,5086,189,0918,2958,7268,4.85,8,7.14,4.47,33.5,0907
Gerard Stringer,S,East Carolina,6010,203,0948,3228,7678,4.97,11,7.21,4.59,35.5,1001
Dre Terry,LB,Alabama A&M,6001,244,0928,3100,7448,5.04,15,7.52,4.82,28,0900
Ty Snelson,TE,Mars Hill,6010,229,0928,3000,7638,4.75,25,7.40,4.58,32.5,0909
Darius Pinnix,RB,Tiffin,6001,222,0968,3128,7378,4.76,18,7.34,4.40,29.5,0906
Deboreae McClain,EDGE,Eastern Washington,6016,236,0868,3228,7800,4.98,18,--,--,28.5,0809
Keshaun King,S,Eastern Washington,5081,179,0800,2948,7148,4.67,5,7.17,4.25,34.5,0905
N'Kosi Perry,QB,Florida Atlantic,6024,199,0918,3158,7718,4.70,--,7.50,4.52,35,1002
Austin Evans,TE,Florida Atlantic,6042,235,0928,3338,7818,4.99,18,7.95,4.71,29.5,0901
Brendan Bordner,OT,Florida Atlantic,6046,305,0958,3200,7878,--,29,--,--,25.5,0803
Nick Weber,C,Florida Atlantic,6032,300,0938,3258,7828,5.56,--,8.16,4.74,27,0807
Philip Barbar,LS,Florida Atlantic,5090,223,0948,2858,7100,5.42,14,7.40,4.64,26.5,0803
Roshaun Johnson,RB,Idaho,5116,224,0878,3178,7838,4.99,20,7.37,4.64,29.5,0900
Juliano Falaniko,EDGE,Idaho,6035,250,0948,3258,7838,--,16,--,--,25.5,--
Leo Tamba,EDGE,Idaho,6005,242,0938,3148,7500,4.86,22,7.81,4.95,32,0909
Fa'avae Fa'avae,LB,Idaho,5111,222,0918,3018,7258,4.85,18,7.41,4.43,28,0901
Jeremiah Salaam,CB,Idaho,5103,182,0878,3068,7400,4.63,9,7.53,4.59,34,0910
Malik Cunningham,QB,Louisville,5116,200,0948,3138,7538,DID NOT TEST - COMBINE,,,,,
Tiyon Evans,RB,Louisville,5094,225,0848,3038,7438,--,20,--,--,--,0905
Jaelin Carter,WR,Louisville,6015,199,0878,3148,7700,4.74,16,7.29,4.44,32,0905
Tyler Hudson,WR,Louisville,6010,196,0918,3218,7738,4.69,11,7.14,4.59,38.5,1003
Marshon Ford,TE,Louisville,6010,220,0928,3128,7658,4.79,16,7.22,4.47,32.5,1001
Isaac Martin,TE,Louisville,6012,248,0958,3028,7548,4.98,--,7.23,4.50,30.5,0904
Trevor Reid,OT,Louisville,6041,311,0900,3458,8500,5.01,25,7.34,4.58,38,1004
Adonis Boone,G,Louisville,6050,307,1018,3368,8478,5.49,25,8.29,5.31,24.5,0804
Caleb Chandler,G,Louisville,6034,299,--,--,--,DID NOT TEST - SHOULDER,,,,,
YaYa Diaby,EDGE,Louisville,6033,263,1038,3378,8048,DID NOT TEST - COMBINE,,,,,
Yasir Abdullah,LB,Louisville,6005,237,0928,3238,7918,--,23,7.00,4.33,--,--
MoMo Sanogo,LB,Louisville,6012,231,0958,3068,7568,4.68,31,6.96,4.32,35,0909
Kei'Trel Clark,CB,Louisville,5102,181,0828,2958,7238,--,15,--,--,--,--
Chandler Jones,CB,Louisville,5110,182,0938,3038,7328,4.71,14,7.19,4.35,30,0908
Marvin Dallas,S,Louisville,6011,182,0900,3218,7828,4.78,--,7.26,4.52,30.5,0909
Kenderick Duncan Jr.,S,Louisville,6012,217,1018,3348,8100,4.62,24,6.85,4.35,33,1000
Yusuf Ali,WR,Middle Tennessee,5082,179,0748,3138,7600,4.64,--,7.02,4.31,33,0909
Jordan Ferguson,EDGE,Middle Tennessee,6011,269,1038,3338,8038,5.11,23,7.27,4.58,29.5,0901
John Seter,QB,Limestone,6036,207,1028,3248,7668,5.12,--,7.50,4.61,27,0809
Jamire Calvin,WR,Mississippi State,5090,150,0778,2918,7058,4.71,--,7.57,4.42,34,0907
Caleb Ducking,WR,Mississippi State,6042,187,0968,3368,8268,4.74,--,7.26,4.57,27.5,0910
Austin Williams,WR,Mississippi State,6021,203,0968,3138,7558,5.07,11,7.65,4.57,29.5,0906
LaQuinston Sharp,C,Mississippi State,6015,302,1000,3148,8078,5.49,--,8.10,4.96,23,0707
Cameron Young,IDL,Mississippi State,6033,304,1000,3448,8200,5.20,--,7.97,4.82,28.5,0900
Randy Charlton,EDGE,Mississippi State,6027,265,0978,3258,8038,5.06,22,7.65,4.56,30,0906
Sherman Timbs,EDGE,Mississippi State,6023,246,0968,3078,7648,4.80,--,7.76,4.52,34,0909
Tyrus Wheat,EDGE,Mississippi State,6020,263,0900,3278,7848,--,20,--,--,--,--
Emmanuel Forbes,CB,Mississippi State,6006,170,0848,3228,7900,--,--,--,--,38,1007
Alexander Shaw,CB,Mississippi State,5092,187,0868,3128,7578,4.79,9,7.37,4.60,31,0909
Collin Duncan,S,Mississippi State,6000,197,0918,3178,7748,4.74,14,7.31,4.28,41.5,1010
Jalen Green,S,Mississippi State,6002,202,0900,3178,7728,4.57,--,7.39,4.42,32.5,1000
Jackie Matthews,S,Mississippi State,5097,186,0868,3078,7678,4.70,--,7.25,4.31,32,1000
Darryl Jones,WR,North Carolina State,6017,201,0848,3248,8100,4.75,14,7.19,4.50,36,0910
Thayer Thomas,WR,North Carolina State,6002,198,0900,3018,7348,4.57,15,6.93,4.03,37,1000
Bryson Speas,G,North Carolina State,6030,303,0918,3300,8158,5.67,18,8.13,5.06,26.5,--
Chandler Zavala,G,North Carolina State,6034,316,1048,328,8028,5.23,30,7.58,4.70,32,0807
Grant Gibson,C,North Carolina State,6005,307,1000,3168,7558,--,26,--,--,--,--
Cory Durden,IDL,North Carolina State,6040,290,1018,3348,8218,5.22,16,7.56,4.80,31,0902
Isaiah Moore,LB,North Carolina State,6022,233,0918,3168,7600,4.68,--,7.14,4.57,30,0910
Drake Thomas,LB,North Carolina State,5112,223,0938,2958,7228,4.70,18,7.10,4.31,36.5,0908
Tyler Baker-Williams,CB,North Carolina State,6004,206,0928,3148,7668,4.67,10,7.20,4.44,29.5,0903
Derrek Pitts Jr.,CB,North Carolina State,6001,177,0800,3028,7318,4.52,--,6.96,4.30,32.5,0906
Cyrus Fagan,S,North Carolina State,6000,189,0868,3100,7418,4.59,15,7.41,4.56,36,0904
Tanner Ingle,S,North Carolina State,5086,179,0900,2818,6928,DID NOT TEST - TOE,,,,,
Christopher Dunn,K,North Carolina State,5075,175,0848,2958,7048,DID NOT TEST - POSITIONAL ONLY,,,,,
Shane McDonough,P,North Carolina State,6016,218,0928,3028,7328,DID NOT TEST - POSITIONAL ONLY,,,,,
Bryant Barr,RB,Campbell,5106,229,0858,3168,7528,4.86,11,7.40,4.50,--,0904
Austin Hite,WR,Campbell,6015,195,0958,3018,7428,4.75,7,7.28,4.41,34,0910
Julian Hill,TE,Campbell,6035,247,1000,3300,7958,4.68,21,7.36,4.31,34.5,1002
Brevin Allen,EDGE,Campbell,6031,265,1018,3418,8238,4.85,24,--,--,--,--
Joshua Johnson,EDGE,Campbell,6042,250,0938,3338,8200,4.79,20,7.68,4.66,31,0907
Dorian Jones,CB,Campbell,5095,197,0878,3000,7158,4.77,--,7.34,4.38,31.5,0905
Josh McNeely,CB,Campbell,5067,161,0818,2868,6958,4.50,8,6.89,4.34,40,1004
Aaron Maddox,S,Campbell,5111,203,0948,3078,7638,4.50,--,7.07,4.18,37,1002
Jackson Hayes,LS,Campbell,6001,226,0938,3028,7428,5.08,20,7.57,4.47,32,0901
Laurence King,WR,Chowan,5060,152,0828,2828,6948,4.91,--,7.58,4.75,30,0901
Greg Williams,CB,Elizabeth City State,5085,160,0818,2900,7068,4.57,9,7.47,4.30,30,0910
Matthew McKay,QB,Elon,6033,217,0938,3248,7818,4.90,--,7.26,4.72,29.5,0906
Bryson Daughtry,WR,Elon,6002,194,0928,3100,7448,4.56,9,7.04,4.53,36,0911
Jackson Parham,WR,Elon,6020,205,0958,3278,7968,4.70,10,7.14,4.20,36.5,1011
Torrence Williams,IDL,Elon,6015,302,1048,3318,8158,5.38,18,7.82,4.91,26.5,0901
Cole Coleman,CB,Elon,5091,188,0958,3028,7338,4.44,13,7.08,4.44,39,1006
Marcus Hillman,S,Elon,5113,197,0958,3000,7328,4.58,9,7.11,4.47,32.5,0911
Skyler Davis,K,Elon,5060,165,0858,2738,6628,DID NOT TEST - POSITIONAL ONLY,,,,,
Brandon Barnes-Brown,CB,Fayetteville State,5107,198,0800,2838,7000,4.60,15,7.47,4.50,33.5,0907
Kenneth Merritt,S,Fayetteville State,5112,195,0958,3048,7548,4.44,15,7.85,4.38,39,1009
Nate Turner,IDL,Gardner-Webb,6011,303,0938,3178,7528,5.07,30,7.88,4.76,29.5,0802
Jervon Newton,RB,Mars Hill,5112,195,0938,3178,7518,4.94,--,7.95,4.83,26.5,0901
Jalen Fowler,QB,North Carolina A&T,6030,234,0958,3138,7748,DID NOT TEST - POSITIONAL ONLY,,,,,
Romello Kimbrough,RB,North Carolina A&T,5103,242,0878,3000,7178,5.02,19,7.88,4.88,32,0806
Zach Leslie,WR,North Carolina A&T,6036,204,0938,3200,7738,4.79,19,7.84,4.57,32.5,0907
Dacquari Wilson,C,North Carolina A&T,6021,293,0948,3400,8018,5.50,24,8.33,5.11,26.5,0807
Devin Harrell,EDGE,North Carolina A&T,6020,244,0838,3178,7818,4.94,13,7.85,4.78,30,0902
Jermaine McDaniel,EDGE,North Carolina A&T,6027,236,0928,3268,7858,4.90,--,7.95,4.88,33,1005
Joseph Stuckey,LB,North Carolina A&T,5112,219,0868,3068,7518,--,23,--,--,--,--
Amir McNeill,CB,North Carolina A&T,5096,176,0758,3048,7300,4.63,6,7.27,4.39,31.5,1000
Tyler Barnes,WR,North Carolina Central,6026,230,0918,3218,7858,4.78,--,7.44,4.56,34,0901
EJ Hicks,WR,North Carolina Central,5097,171,0828,2938,6848,4.62,16,7.36,4.37,36,0910
Robert Mitchell,OT,North Carolina Central,6022,300,0958,3358,7948,5.33,29,7.97,4.82,27.5,0810
Tyrese Bobbitt,C,Shaw,6026,313,0938,3248,7858,5.80,--,8.87,5.43,23.5,0702
Josh Jones,QB,UNC Pembroke,6016,226,0928,3068,7658,4.80,--,7.34,4.47,31.5,0907
Damontay Rhem,LB,Virginia Union,5105,207,0868,3028,7318,4.85,--,7.51,4.53,33,0909
Travell Jones,RB,Western Carolina,5093,193,0858,2948,7328,4.85,14,7.56,4.41,30,0902
Dalton Tomlinson,G,Western Carolina,6036,310,0938,3078,7668,5.76,--,8.58,5.10,21,0709
KJ Milner,EDGE,Western Carolina,6031,265,0848,3238,7800,DID NOT TEST - KNEE,,,,,
Cameron McCutcheon,CB,Western Carolina,6010,204,0858,3300,7828,4.57,12,6.89,4.27,35,1005
Jaylen Floyd,S,Western Carolina,5064,182,0900,2958,7318,4.69,--,7.19,4.44,36,0910
Justin Armwood,S,Wingate,5101,206,0848,2978,7258,4.78,13,7.34,4.47,38,0911
Ethan Evans,P,Wingate,6034,238,1028,3478,8200,DID NOT TEST - POSITIONAL ONLY,,,,,
Stacy Chukwumezie,WR,Northern Arizona,5114,187,0848,3158,7528,4.47,8,6.93,4.26,36,1005
Jonas Leader,OT,Northern Arizona,,,,,,5.01,25,7.75,4.87,28,0902
PJ Poutasi,G,Northern Arizona,6034,344,0938,3328,8128,5.82,19,8.38,5.50,24.5,0706
Alonzo Davis,CB,Northern Arizona,6012,203,0968,3318,7828,4.46,10,7.22,4.39,34,1002
Dyvine Wallace,CB,Northern Arizona,,,,,,4.78,16,7.38,4.52,35,1002
Morgan Vest,S,Northern Arizona,6002,190,0858,3000,7338,4.43,14,7.03,4.28,38,1100
Tyson Bagent,QB,Shepherd,6031,213,0948,3018,7478,DID NOT TEST - COMBINE,,,,,
Ronnie Brown,RB,Shepherd,5107,192,0848,3018,7248,4.46,15,6.89,4.00,37,1003
Joey Fisher,G,Shepherd,6041,296,1000,3200,7918,5.03,40,7.57,4.83,32,0904
Nirion Washington,CB,Charleston,5113,190,0900,3100,7548,4.61,10,7.28,4.43,36,1009
Devon Achane,RB,Texas A&M,5084,188,0848,2900,6918,--,--,7.05,4.36,--,0903
Jaylon Jones,CB,Texas A&M,6021,200,0900,3068,7668,4.53,--,7.00,4.30,--,--
Antonio Johnson,S,Texas A&M,6017,198,0968,3218,7778,--,--,7.18,4.34,30,0906
Steven Anderson,RB,Tulsa,6015,243,0948,3148,7748,4.97,13,7.53,4.54,28.5,0906
Deneric Prince,RB,Tulsa,5116,216,0928,3128,7500,--,18,6.97,4.33,--,--
Isaiah Epps,WR,Tulsa,6015,200,0928,3158,7668,4.76,11,7.21,4.46,35,1103
JuanCarlos Santana,WR,Tulsa,5104,183,0918,3118,7400,4.52,13,7.20,4.39,31.5,0909
Keylon Stokes,WR,Tulsa,5092,208,0900,3100,7518,4.96,8,7.32,4.66,31.5,0908
Jon-Michael Terry,LB,Tulsa,6026,236,1000,3268,7918,4.59,19,--,--,33,0910
Tyon Davis,CB,Tulsa,5105,184,0918,3100,7518,4.62,10,7.07,4.22,33,0910
Daiquain Jackson,S,Tulsa,5093,208,0928,3000,7258,4.77,9,7.65,4.50,31.5,0905
Milton Woodward IV,S,Tulsa,5114,200,0918,3138,7548,4.70,13,7.61,4.66,28,0904
Zack Long,K,Tulsa,6010,178,0838,3058,7500,DID NOT TEST - POSITIONAL ONLY,,,,,
Keilahn Harris,WR,Oklahoma Baptist,5091,183,0900,3048,7458,4.77,8,7.00,4.28,34,0906
Ben Bresnahan,TE,Vanderbilt,6033,243,0948,3218,7718,4.91,23,7.15,4.28,33,0907
Gavin Schoenwald,TE,Vanderbilt,6036,236,0868,3178,7700,4.95,16,7.34,4.39,29,0905
Jacob Brammer,G,Vanderbilt,6041,297,0900,3168,7748,5.18,28,8.24,4.79,29.5,0900
Myles Cecil,IDL,Vanderbilt,6023,289,0828,3218,7648,5.19,26,7.95,4.77,27,0807
Michael Owusu,EDGE,Vanderbilt,6037,227,0868,3358,8138,4.85,10,7.27,4.66,27.5,1002
Anfernee Orji,LB,Vanderbilt,6010,230,1028,3200,7818,DID NOT TEST - COMBINE,,,,,
Jeremy Lucien,CB,Vanderbilt,6002,199,0918,3128,7758,4.70,15,--,4.22,37,1003
Maxwell Worship,S,Vanderbilt,6000,207,0948,3138,7578,4.77,15,7.44,4.51,37,0910
Joseph Bulovas,K,Vanderbilt,6001,218,0858,3068,7400,DID NOT TEST - POSITIONAL ONLY,,,,,
Renard Bell,WR,Washington State,5084,166,0878,2968,7218,4.54,12,6.89,4.38,34,1001
Robert Ferrel,WR,Washington State,5061,172,0868,2738,6728,4.59,10,7.18,4.38,36.5,0904
Jack Wilson,OT,Washington State,6101,298,0928,3478,8400,5.42,26,8.02,4.95,29,0901
Grant Stephens,G,Washington State,6030,291,0978,3268,7838,5.40,25,7.81,5.01,27,0803
Christian Mejia,IDL,Washington State,6032,289,1028,3248,7858,5.01,25,7.60,4.77,32.5,0906
Amir Mujahid,IDL,Washington State,6006,280,0968,3168,7738,5.28,19,7.88,4.89,28,0808
Antonio Pule III,IDL,Washington State,6033,279,1000,3138,7578,5.40,19,8.19,5.07,25.5,0710
Daiyan Henley,LB,Washington State,6007,225,0948,3300,7768,--,19,--,--,37.5,1004
Derrick Langford Jr.,CB,Washington State,6015,205,0818,3148,7400,4.53,10,7.20,4.37,34.5,1007
Armani Marsh,CB,Washington State,5090,182,0848,2968,7258,4.66,15,6.96,4.59,33,0911
Shocky Jacques-Louis,WR,Akron,5117,177,0978,3200,7718,4.70,--,7.20,4.60,31.5,0906
Anthony Whigan,G,Akron,6046,316,1028,3238,7978,5.64,--,8.43,4.93,24.5,0711
Curtis Harper,IDL,Akron,6022,300,1000,3238,7878,5.51,19,7.94,4.90,29.5,0804
Zach Morton,IDL,Akron,6047,261,0948,3300,7918,4.88,23,7.07,4.47,35.5,1001
Victor Jones,EDGE,Akron,6050,255,0948,3348,8248,4.82,--,7.47,4.62,30,0902
Tim Terry,LB,Akron,6024,226,0900,3218,7568,5.06,11,7.34,4.65,31.5,0902
Noah Gettman,P,Akron,6046,202,--,--,--,DID NOT TEST - POSITIONAL ONLY,,,,,
Jadon Haselwood,WR,Arkansas,6022,215,1000,3128,7558,4.60,--,--,--,--,--
Dalton Wagner,OT,Arkansas,6080,320,1048,3438,8328,5.43,--,8.00,4.90,27.5,--
Ricky Stromberg,C,Arkansas,6032,306,0968,3328,7958,--,--,7.50,4.58,--,--
Dorian Gerald,IDL,Arkansas,6010,247,,,,4.97,16,7.71,4.53,29.5,0809
Terry Hampton,IDL,Arkansas,6000,303,1038,3178,7748,5.20,33,7.62,4.85,29.5,0803
Bumper Pool,LB,Arkansas,6021,235,0968,3168,7628,DID NOT TEST - HIP,,,,,
Drew Sanders,LB,Arkansas,6043,235,0968,3218,7658,4.66,--,7.18,4.38,37,0910
Latavious Brini,S,Arkansas,6015,211,0900,3200,7568,4.64,11,7.31,4.38,32.5,0910
Jake Bates,K,Arkansas,6005,204,0878,3000,7128,DID NOT TEST - POSITIONAL ONLY,,,,,
Dion Golatt Jr.,QB,Bowie State,6020,222,0900,3128,7538,DID NOT TEST - POSITIONAL ONLY,,,,,
Morgan Scroggins,WR,Bowie State,5106,191,0858,3118,7400,4.86,8,7.21,4.59,33.5,0905
Quinton Bobo,G,Bowie State,6002,260,0858,3200,7648,5.54,14,7.76,5.00,24.5,0702
Ellison Jordan,IDL,Bowie State,6000,308,0900,3138,7528,5.52,25,7.69,4.91,25.5,0711
Joshua Pryor,IDL,Bowie State,6034,242,0978,3258,7938,--,20,7.60,4.64,30,0908
Raymond Boone,S,Bowie State,5107,202,0938,3138,7618,4.80,--,--,4.45,31,0903
Johnny Bizzell IV,WR,Central Oklahoma,5115,185,0948,3068,7518,4.95,5,7.79,4.75,28,0810
Daunte McGee,TE,Central Oklahoma,6036,240,0978,3300,8018,5.19,13,7.71,4.72,30,0905
Michael Slater,IDL,Central Oklahoma,6015,273,0918,3228,7778,5.12,11,8.00,4.93,27,0804
Robert Fuentes,EDGE,Central Oklahoma,6041,224,0900,3400,8358,4.83,8,7.52,4.75,31,0905
Marco Domio,CB,Central Oklahoma,5115,176,0868,3348,7578,4.66,8,7.85,4.83,39,1100
TreVaughn Craig,S,Central Oklahoma,5103,187,0928,3058,7238,4.87,4,7.51,4.67,34.5,0907
Greg Howell,WR,East Central,5095,151,0918,3038,7268,4.80,--,7.53,4.70,32,1006
Jay'Quan Lincoln,WR,East Central,5107,181,0928,3228,7638,4.77,11,7.43,4.64,34.5,0908
